MovieName,ReleaseYear,Duration,IMDBRating,Metascore,Votes,Genre,Gross,GrossRevenue ,Budget
The Godfather,1972,175,9.2,100,2002655,Crime,$134.97M,134970000,6000000
Ordinary People,1980,124,7.7,86,56476,Drama,$54.80M,54800000,6000000
Lawrence of Arabia,1962,218,8.3,100,313044,Adventure,$44.82M,44820000,15000000
Close Encounters of the Third Kind,1977,138,7.6,90,216050,Drama,$132.09M,132090000,20000000
The Dirty Dozen,1967,150,7.7,73,78858,Action,$45.30M,45300000,5400000
Cabaret,1972,124,7.8,80,59119,Drama,$42.77M,42770000,6000000
Psycho,1960,109,8.5,97,715718,Horror,$32.00M,32000000,806948
Rebecca,1940,130,8.1,86,146211,Drama,$4.36M,4360000,1288000
Notorious,1946,102,7.9,100,106938,Drama,$10.46M,10460000,2000000
The Bridge on the River Kwai,1957,161,8.1,88,232645,Adventure,$44.91M,44910000,3000000
Doctor Zhivago,1965,197,7.9,69,81820,Drama,$111.72M,111720000,11000000
"Il buono, il brutto, il cattivo",1966,161,8.8,90,808059,Adventure,$6.10M,6100000,1200000
Charade,1963,113,7.8,83,85196,Comedy,$13.47M,13470000,4000000
The Conversation,1974,113,7.7,87,121187,Drama,$4.42M,4420000,1600000
Vertigo,1958,128,8.3,100,425385,Mystery,$3.20M,3200000,2479000
The Blue Lagoon,1980,104,5.8,31,76217,Adventure,$58.85M,58850000,4500000
Marnie,1964,130,7.1,73,53670,Crime,$7.00M,7000000,2135161
Deliverance,1972,109,7.7,80,118842,Adventure,$7.06M,7060000,2000000
Saturday Night Fever,1977,118,6.8,77,87091,Drama,$94.21M,94210000,3500000
Friday the 13th,1980,95,6.4,22,156829,Horror,$39.75M,39750000,550000
Dog Day Afternoon,1975,125,8,86,272254,Biography,$50.00M,50000000,1800000
Rear Window,1954,112,8.5,100,520357,Mystery,$36.76M,36760000,1000000
"It's a Mad, Mad, Mad, Mad World",1963,210,7.5,59,45881,Action,$46.30M,46300000,9400000
My Fair Lady,1964,170,7.7,95,101519,Drama,$72.00M,72000000,17000000
Alien,1979,117,8.5,89,945866,Horror,$78.90M,78900000,11000000
Star Wars,1977,121,8.6,90,1444539,Action,$322.74M,322740000,11000000
Carrie,1976,98,7.4,86,205836,Horror,$33.80M,33800000,1800000
The Hustler,1961,134,8,90,86587,Drama,$8.28M,8280000,2000000
12 Angry Men,1957,96,9,97,860130,Crime,$4.36M,4360000,350000
Citizen Kane,1941,119,8.3,100,464602,Drama,$1.59M,1590000,839727
Oliver!,1968,153,7.4,74,41277,Drama,$16.80M,16800000,10000000
Apocalypse Now,1979,147,8.4,94,707267,Drama,$83.47M,83470000,31500000
Dial M for Murder,1954,105,8.2,75,188119,Crime,$0.01M,10000,1400000
All About Eve,1950,138,8.2,98,138377,Drama,$0.01M,10000,1400000
Touch of Evil,1958,95,8,99,109503,Crime,$2.24M,2240000,829000
Blazing Saddles,1974,93,7.7,73,151809,Comedy,$119.50M,119500000,2600000
The Spy Who Loved Me,1977,125,7,55,115921,Action,$46.80M,46800000,14000000
Jaws,1975,124,8.1,87,656761,Adventure,$260.00M,260000000,7000000
The French Connection,1971,104,7.7,94,135004,Action,$15.63M,15630000,1800000
The Exorcist,1973,122,8.1,83,452972,Horror,$232.91M,232910000,8000000
Das Boot,1981,149,8.4,85,263525,Drama,$11.49M,11490000,14000000
Rocky,1976,120,8.1,70,625924,Drama,$117.24M,117240000,1000000
Annie Hall,1977,93,8,92,277594,Comedy,$39.20M,39200000,4000000
Serpico,1973,130,7.7,83,134207,Biography,$29.80M,29800000,3000000
Dr. No,1962,110,7.2,78,178878,Action,$16.07M,16070000,950000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.4,97,516382,Comedy,$0.28M,280000,1800000
Patton,1970,172,7.9,86,107677,Biography,$61.70M,61700000,12000000
Monty Python and the Holy Grail,1975,91,8.2,91,568591,Adventure,$1.23M,1230000,400000
Life of Brian,1979,94,8,77,420936,Comedy,$20.05M,20050000,4000000
The Blues Brothers,1980,133,7.9,60,213702,Action,$57.23M,57230000,27000000
Young Frankenstein,1974,106,8,83,168404,Comedy,$86.30M,86300000,2800000
The Great Escape,1963,172,8.2,86,258019,Adventure,$12.10M,12100000,4000000
Bullitt,1968,114,7.4,81,75535,Action,$42.30M,42300000,5500000
Live and Let Die,1973,121,6.7,55,115093,Action,$35.38M,35380000,7000000
Raiders of the Lost Ark,1981,115,8.4,86,1033883,Action,$248.16M,248160000,18000000
The Wizard of Oz,1939,102,8.1,92,427106,Adventure,$2.08M,2080000,2777000
Lolita,1962,153,7.5,79,108444,Crime,$9.25M,9250000,62000000
From Here to Eternity,1953,118,7.6,85,50657,Drama,$30.50M,30500000,1650000
Mr. Smith Goes to Washington,1939,129,8.1,73,121085,Comedy,$9.60M,9600000,1500000
West Side Story,1961,153,7.6,86,120824,Crime,$43.66M,43660000,6000000
Cat on a Hot Tin Roof,1958,108,7.9,84,53257,Drama,$17.57M,17570000,3000000
Halloween,1978,91,7.7,90,305684,Horror,$47.00M,47000000,300000
The Magnificent Seven,1960,128,7.7,74,102205,Action,$4.91M,4910000,2000000
The Sound of Music,1965,172,8.1,63,259632,Biography,$163.21M,163210000,8200000
On the Waterfront,1954,108,8.1,91,164105,Crime,$9.60M,9600000,910000
The Birds,1963,119,7.6,90,203800,Drama,$11.40M,11400000,2500000
One Hundred and One Dalmatians,1961,79,7.3,83,181498,Animation,$144.88M,144880000,4000000
The Apartment,1960,125,8.3,94,195905,Comedy,$18.60M,18600000,3000000
Some Like It Hot,1959,121,8.2,98,282633,Comedy,$25.00M,25000000,2883848
Superman,1978,143,7.4,82,186918,Action,$134.22M,134220000,55000000
Spartacus,1960,197,7.9,87,142708,Adventure,$30.00M,30000000,12000000
The Shining,1980,146,8.4,68,1101695,Drama,$44.02M,44020000,19000000
A Clockwork Orange,1971,136,8.3,77,878483,Crime,$6.21M,6210000,2200000
Airplane!,1980,88,7.7,78,259825,Comedy,$83.40M,83400000,3500000
Double Indemnity,1944,107,8.3,95,166862,Crime,$5.72M,5720000,927262
The Graduate,1967,106,8,83,287691,Comedy,$104.95M,104950000,3000000
Butch Cassidy and the Sundance Kid,1969,110,8,66,226229,Biography,$102.31M,102310000,6000000
Marathon Man,1976,125,7.4,64,69960,Crime,$21.71M,21710000,6500000
Midnight Cowboy,1969,113,7.8,79,120106,Drama,$44.79M,44790000,3600000
All the President's Men,1976,138,7.9,84,125578,Drama,$70.60M,70600000,8500000
The AristoCats,1970,78,7.1,66,114264,Animation,$37.68M,37680000,4000000
Raging Bull,1980,129,8.1,90,378825,Biography,$23.38M,23380000,18000000
The Best Years of Our Lives,1946,170,8.1,93,70261,Drama,$23.65M,23650000,2100000
Robin Hood,1973,83,7.5,57,138394,Animation,$32.06M,32060000,15000000
Time Bandits,1981,116,6.9,79,68084,Adventure,$42.37M,42370000,5000000
The Man with the Golden Gun,1974,125,6.7,43,112726,Action,$20.97M,20970000,7000000
Funny Girl,1968,151,7.4,89,25043,Biography,$58.50M,58500000,14000000
A Hard Day's Night,1964,87,7.5,96,47925,Comedy,$13.78M,13780000,560000
Escape from Alcatraz,1979,112,7.6,76,146910,Action,$43.00M,43000000,8000000
The Rocky Horror Picture Show,1975,100,7.4,65,166303,Comedy,$139.88M,139880000,1200000
Goldfinger,1964,110,7.7,87,201945,Action,$51.08M,51080000,2500000
Chitty Chitty Bang Bang,1968,144,6.9,64,50529,Adventure,$7.50M,7500000,10000000
Superman II,1980,127,6.8,83,114301,Action,$108.19M,108190000,54000000
The Fox and the Hound,1981,83,7.2,65,101451,Animation,$63.46M,63460000,12000000
Mary Poppins,1964,139,7.8,88,185401,Comedy,$102.27M,102270000,6000000
Planet of the Apes,1968,112,8,79,192153,Adventure,$33.40M,33400000,5800000
A Streetcar Named Desire,1951,122,7.9,97,113976,Drama,$8.00M,8000000,1800000
Gone with the Wind,1939,238,8.2,97,333116,Drama,$198.68M,198680000,4000000
The Longest Day,1962,178,7.7,75,58928,Action,$39.10M,39100000,10000000
The Wild Bunch,1969,145,7.9,98,90101,Action,$12.06M,12060000,6244087
Alice in Wonderland,1951,75,7.3,68,153393,Animation,$1.07M,1070000,3000000
Witness for the Prosecution,1957,116,8.4,76,137124,Crime,$8.18M,8180000,3000000
Guess Who's Coming to Dinner,1967,108,7.8,63,48763,Comedy,$56.70M,56700000,4000000
Taxi Driver,1976,114,8.2,94,916166,Crime,$28.26M,28260000,1300000
2001: A Space Odyssey,1968,149,8.3,84,716610,Adventure,$56.95M,56950000,10500000
The Poseidon Adventure,1972,117,7.1,70,49046,Action,$84.56M,84560000,5000000
The Deer Hunter,1978,183,8.1,90,360963,Drama,$48.98M,48980000,15000000
An American Werewolf in London,1981,97,7.5,55,119852,Comedy,$30.57M,30570000,10000000
Love Story,1970,100,6.9,84,37317,Drama,$106.40M,106400000,2200000
The Sting,1973,129,8.3,83,278852,Comedy,$159.60M,159600000,5500000
Dirty Harry,1971,102,7.7,87,167738,Action,$35.90M,35900000,4000000
For Your Eyes Only,1981,127,6.7,54,107960,Action,$62.30M,62300000,28000000
The Sword in the Stone,1963,79,7.1,61,106132,Animation,$22.18M,22180000,3000000
Easy Rider,1969,95,7.2,85,116636,Adventure,$41.73M,41730000,360000
Mad Max,1979,88,6.8,73,221130,Action,$8.75M,8750000,400000
The Warriors,1979,93,7.5,65,110192,Action,$22.49M,22490000,4000000
Conan the Barbarian,1982,129,6.9,43,161928,Action,$39.57M,39570000,20000000
The Omen,1976,111,7.5,62,130337,Horror,$4.27M,4270000,2800000
The Grapes of Wrath,1940,129,8.1,96,99604,Drama,$0.06M,60000,750000
Death Race 2000,1975,80,6.2,58,30678,Action,$8.00M,8000000,300000
The Evil Dead,1981,85,7.4,71,231650,Horror,$2.40M,2400000,350000
City Lights,1931,87,8.5,99,195367,Comedy,$0.02M,20000,1500000
North by Northwest,1959,136,8.3,98,344951,Action,$13.28M,13280000,4000000
Singin' in the Rain,1952,103,8.3,99,259653,Comedy,$8.82M,8820000,2540800
The Treasure of the Sierra Madre,1948,126,8.2,98,132025,Adventure,$5.01M,5010000,3800000
Per qualche dollaro in più,1965,132,8.2,74,273558,Drama,$15.00M,15000000,600000
It Happened One Night,1934,105,8.1,87,111833,Comedy,$4.36M,4360000,325000
The Maltese Falcon,1941,100,8,97,166167,Crime,$2.11M,2110000,375000
La battaglia di Algeri,1966,121,8.1,96,65374,Drama,$0.06M,60000,800000
Ben-Hur,1959,212,8.1,90,252559,Adventure,$74.70M,74700000,15000000
Strangers on a Train,1951,101,7.9,88,140638,Crime,$7.63M,7630000,1200000
High Noon,1952,85,8,89,109870,Drama,$9.45M,9450000,730000
The Night of the Hunter,1955,92,8,97,96913,Crime,$0.65M,650000,795000
Enter the Dragon,1973,102,7.6,83,112625,Action,$25.00M,25000000,850000
Fiddler on the Roof,1971,181,8,67,47681,Drama,$80.50M,80500000,9000000
The Last Picture Show,1971,118,8,93,52145,Drama,$29.13M,29130000,1300000
Bedknobs and Broomsticks,1971,117,7,59,40593,Animation,$18.53M,18530000,20000000
Diamonds Are Forever,1971,120,6.5,59,113798,Action,$43.82M,43820000,7200000
Willy Wonka & the Chocolate Factory,1971,100,7.8,67,225965,Family,$4.00M,4000000,3000000
American Graffiti,1973,110,7.4,97,97730,Comedy,$115.00M,115000000,777000
Ultimo tango a Parigi,1972,129,6.9,77,58067,Drama,$36.14M,36140000,1250000
Papillon,1973,151,8,58,138007,Biography,$53.27M,53270000,12000000
Eraserhead,1977,89,7.3,87,126827,Fantasy,$7.00M,7000000,10000
Dawn of the Dead,1978,127,7.8,71,128093,Horror,$5.10M,5100000,28000000
The Texas Chain Saw Massacre,1974,83,7.4,90,182631,Horror,$30.86M,30860000,85000
Metropolis,1927,153,8.3,98,184838,Drama,$1.24M,1240000,92620000
Mean Streets,1973,112,7.2,96,119118,Crime,$3.13M,3130000,500000
Per un pugno di dollari,1964,99,7.9,65,231695,Action,$14.50M,14500000,200000
Midnight Express,1978,121,7.5,59,87998,Biography,$35.00M,35000000,2300000
Cool Hand Luke,1967,127,8.1,92,187943,Crime,$16.22M,16220000,3000000
Kramer vs. Kramer,1979,105,7.8,77,154134,Drama,$106.26M,106260000,8000000
King Kong,1933,100,7.9,92,90579,Adventure,$10.00M,10000000,672000
Snow White and the Seven Dwarfs,1937,83,7.6,96,214629,Animation,$184.93M,184930000,1488423
From Russia with Love,1963,115,7.3,83,144836,Action,$24.80M,24800000,2000000
Logan's Run,1976,119,6.8,53,60814,Action,$25.00M,25000000,9000000
Hair,1979,121,7.5,68,40696,Comedy,$15.28M,15280000,11000000
The Outlaw Josey Wales,1976,135,7.8,69,79553,Western,$31.80M,31800000,3700000
Escape from New York,1981,99,7.1,76,156644,Action,$25.24M,25240000,6000000
Thunderball,1965,130,6.9,64,126697,Action,$63.60M,63600000,5500000
On Her Majesty's Secret Service,1969,142,6.7,61,99075,Action,$22.80M,22800000,6500000
History of the World: Part I,1981,92,6.8,47,55054,Comedy,$31.67M,31670000,11000000
Excalibur,1981,140,7.3,56,66890,Adventure,$34.97M,34970000,11000000
Invasion of the Body Snatchers,1978,115,7.4,75,69490,Horror,$24.95M,24950000,417000
Jaws 2,1978,116,5.8,51,84241,Adventure,$102.92M,102920000,20000000
Star Trek: The Motion Picture,1979,143,6.4,50,96307,Adventure,$82.26M,82260000,35000000
Clash of the Titans,1981,118,6.9,59,47573,Action,$41.09M,41090000,15000000
How the West Was Won,1962,164,7,56,23197,Adventure,$46.50M,46500000,15000000
Cocktail,1988,104,5.9,12,91517,Comedy,$78.22M,78220000,20000000
Splash,1983,111,6.3,71,83153,Comedy,$62.10M,62100000,8000000
Scarface,1983,170,8.3,65,912214,Crime,$45.60M,45600000,25000000
"Good Morning, Vietnam",1987,121,7.3,67,153111,Biography,$123.92M,123920000,13000000
The Running Man,1987,101,6.6,45,166973,Action,$38.12M,38120000,27000000
Sophie's Choice,1982,150,7.5,68,52517,Drama,$30.04M,30040000,12000000
Out of Africa,1985,161,7.1,69,85999,Biography,$87.10M,87100000,31000000
The King of Comedy,1982,109,7.8,73,118455,Comedy,$2.50M,2500000,20000000
Little Shop of Horrors,1986,94,7.1,81,85871,Comedy,$38.75M,38750000,25000000
Stand by Me,1986,89,8.1,75,439627,Adventure,$52.29M,52290000,8000000
Platoon,1986,120,8.1,92,437910,Drama,$138.53M,138530000,6000000
Gandhi,1982,191,8,79,239845,Biography,$52.77M,52770000,22000000
Robin Hood: Prince of Thieves,1991,143,6.9,51,207635,Action,$165.50M,165500000,48000000
The Goonies,1985,114,7.7,62,297136,Adventure,$61.50M,61500000,19000000
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,6,45,60831,Action,$78.66M,78660000,25000000
The Doors,1991,140,7.2,62,98745,Biography,$35.18M,35180000,38000000
The Thing,1982,109,8.2,57,464271,Horror,$13.78M,13780000,15000000
Footloose,1984,107,6.6,42,91386,Drama,$80.04M,80040000,8200000
The Silence of the Lambs,1991,118,8.6,86,1541413,Crime,$130.74M,130740000,19000000
Terminator 2: Judgment Day,1991,137,8.6,75,1169401,Action,$204.84M,204840000,100000000
City Slickers,1991,113,6.8,70,62796,Comedy,$124.03M,124030000,27000000
Lethal Weapon,1987,109,7.6,68,275427,Action,$65.21M,65210000,15000000
Back to the Future,1985,116,8.5,87,1300947,Adventure,$210.61M,210610000,19000000
Beverly Hills Cop,1984,105,7.4,66,201194,Action,$234.76M,234760000,15000000
Backdraft,1991,137,6.7,39,87589,Action,$77.87M,77870000,75000000
What About Bob?,1991,99,7,60,74261,Comedy,$63.71M,63710000,35000000
The Lost Boys,1987,97,7.2,63,160397,Comedy,$32.22M,32220000,8500000
Blade Runner,1982,117,8.1,84,820114,Action,$32.87M,32870000,28000000
Tootsie,1982,116,7.4,88,114312,Comedy,$177.20M,177200000,21000000
Fatal Attraction,1987,119,6.9,67,96629,Drama,$156.65M,156650000,14000000
The Rocketeer,1991,108,6.6,58,61575,Action,$46.70M,46700000,42000000
Point Break,1991,122,7.3,59,200905,Action,$43.22M,43220000,24000000
The Killing Fields,1984,141,7.8,76,58898,Biography,$34.70M,34700000,14400000
Thelma & Louise,1991,130,7.6,89,171896,Adventure,$45.36M,45360000,16000000
National Lampoon's Christmas Vacation,1989,97,7.5,49,219701,Comedy,$71.32M,71320000,27000000
Risky Business,1983,99,6.8,75,99418,Comedy,$63.50M,63500000,6200000
Mad Max 2,1981,96,7.6,77,192751,Action,$12.47M,12470000,2000000
Top Gun,1986,109,6.9,50,499869,Action,$179.80M,179800000,15000000
Beetlejuice,1988,92,7.5,71,336688,Comedy,$73.71M,73710000,15000000
"Sex, Lies, and Videotape",1989,100,7.2,86,59226,Drama,$24.74M,24740000,1200000
Hot Shots!,1991,85,6.7,61,116216,Action,$69.47M,69470000,26000000
Sixteen Candles,1984,93,7,61,125774,Comedy,$23.69M,23690000,6500000
Midnight Run,1988,126,7.5,78,93941,Action,$38.41M,38410000,30000000
Amadeus,1984,160,8.4,87,426109,Biography,$51.97M,51970000,18000000
Ferris Bueller's Day Off,1986,103,7.8,61,385026,Comedy,$70.14M,70140000,6000000
Back to the Future Part II,1989,108,7.8,57,570358,Adventure,$118.50M,118500000,40000000
Aliens,1986,137,8.4,84,759909,Action,$85.16M,85160000,18500000
Mississippi Burning,1988,128,7.8,65,110054,Crime,$34.60M,34600000,15000000
Dances with Wolves,1990,181,8,72,289252,Adventure,$184.21M,184210000,22000000
RoboCop 2,1990,117,5.8,42,92863,Action,$45.68M,45680000,35000000
RoboCop,1987,102,7.6,70,281883,Action,$53.42M,53420000,13000000
Edward Scissorhands,1990,105,7.9,74,522192,Drama,$56.36M,56360000,20000000
The Breakfast Club,1985,97,7.8,66,434638,Comedy,$45.88M,45880000,1000000
Ghost,1990,127,7.1,52,234965,Drama,$217.63M,217630000,22000000
Dirty Dancing,1987,100,7,65,254997,Drama,$0.62M,620000,6000000
Who Framed Roger Rabbit,1988,104,7.7,83,216095,Animation,$156.45M,156450000,70000000
A Nightmare on Elm Street,1984,91,7.4,76,261288,Horror,$25.50M,25500000,1800000
A Nightmare on Elm Street 3: Dream Warriors,1987,96,6.6,49,89821,Fantasy,$44.79M,44790000,5000000
Batman,1989,126,7.5,69,402807,Action,$251.19M,251190000,35000000
Pretty Woman,1990,119,7.1,51,359906,Comedy,$178.41M,178410000,14000000
Goodfellas,1990,145,8.7,92,1251680,Biography,$46.84M,46840000,25000000
The Princess Bride,1987,98,8,78,449652,Adventure,$30.86M,30860000,16000000
Star Trek II: The Wrath of Khan,1982,113,7.7,68,128896,Action,$78.91M,78910000,12000000
Octopussy,1983,131,6.5,63,112624,Action,$67.90M,67900000,27500000
Back to the Future Part III,1990,118,7.4,55,479040,Adventure,$87.73M,87730000,40000000
Dead Poets Society,1989,128,8.1,79,542432,Comedy,$95.86M,95860000,16400000
Der Himmel über Berlin,1987,128,7.9,79,76609,Drama,$3.33M,3330000,2500000
Dune,1984,137,6.3,41,176776,Action,$30.93M,30930000,40000000
The Untouchables,1987,119,7.8,79,329706,Crime,$76.27M,76270000,25000000
Total Recall,1990,113,7.5,60,353060,Action,$119.39M,119390000,65000000
Predator,1987,107,7.8,47,452801,Action,$59.74M,59740000,18000000
Predator 2,1990,108,6.3,46,181695,Action,$30.67M,30670000,35000000
A Fish Called Wanda,1988,108,7.5,80,153439,Comedy,$63.49M,63490000,7500000
Driving Miss Daisy,1989,99,7.3,81,117226,Comedy,$106.59M,106590000,7500000
Ghostbusters,1984,105,7.8,71,444953,Action,$238.63M,238630000,30000000
Ghostbusters II,1989,108,6.6,56,222636,Action,$112.49M,112490000,37000000
Dangerous Liaisons,1988,119,7.6,74,74938,Drama,$34.70M,34700000,14000000
Indiana Jones and the Last Crusade,1989,127,8.2,65,808466,Action,$197.17M,197170000,48000000
Lethal Weapon 2,1989,114,7.3,70,188190,Action,$147.25M,147250000,25000000
Home Alone,1990,103,7.7,63,650950,Comedy,$285.76M,285760000,18000000
Uncle Buck,1989,100,7.1,51,107352,Comedy,$66.76M,66760000,15000000
This Is Spinal Tap,1984,82,7.9,92,146961,Comedy,$4.74M,4740000,2500000
Empire of the Sun,1987,153,7.7,62,133909,Drama,$22.24M,22240000,35000000
Die Hard,1988,132,8.2,72,941923,Action,$83.01M,83010000,28000000
Die Hard 2,1990,124,7.1,67,382161,Action,$117.54M,117540000,70000000
Beauty and the Beast,1991,84,8,95,478330,Animation,$218.97M,218970000,25000000
Blue Velvet,1986,120,7.7,75,214824,Crime,$8.55M,8550000,6000000
Spaceballs,1987,96,7.1,46,205643,Adventure,$38.12M,38120000,22700000
"Honey, I Shrunk the Kids",1989,93,6.4,63,165708,Adventure,$130.72M,130720000,32000000
The Right Stuff,1983,193,7.8,91,65173,Adventure,$21.50M,21500000,27000000
Working Girl,1988,113,6.8,73,62168,Comedy,$64.00M,64000000,28000000
Poltergeist,1982,114,7.3,79,178900,Horror,$76.61M,76610000,10700000
E.T. the Extra-Terrestrial,1982,115,7.9,92,435984,Adventure,$435.11M,435110000,10500000
Brazil,1985,132,7.9,84,210718,Drama,$9.93M,9930000,15000000
Manhunter,1986,120,7.2,75,80573,Crime,$8.62M,8620000,15000000
Pee-wee's Big Adventure,1985,91,7,47,58901,Adventure,$40.90M,40900000,6000000
Witness,1985,112,7.4,76,104199,Drama,$68.71M,68710000,12000000
Born on the Fourth of July,1989,145,7.2,75,115449,Biography,$70.00M,70000000,14000000
JFK,1991,189,8,72,169398,Drama,$70.41M,70410000,40000000
Alien³,1992,114,6.4,59,318212,Action,$55.47M,55470000,50000000
Full Metal Jacket,1987,116,8.3,78,787701,Drama,$46.36M,46360000,17000000
Top Secret!,1984,90,7.2,68,72697,Comedy,$20.50M,20500000,9000000
Do the Right Thing,1989,120,8,93,111921,Comedy,$27.55M,27550000,6500000
Look Who's Talking,1989,93,5.9,51,86691,Comedy,$140.09M,140090000,7500000
Evil Dead II,1987,84,7.7,72,181253,Comedy,$5.92M,5920000,3600000
Bill & Ted's Excellent Adventure,1989,90,6.9,50,141211,Adventure,$40.49M,40490000,10000000
The Addams Family,1991,99,6.9,57,179214,Comedy,$113.50M,113500000,30000000
Wayne's World,1992,94,7,57,170160,Comedy,$121.70M,121700000,20000000
Police Academy,1984,96,6.7,41,136799,Comedy,$81.20M,81200000,4500000
Fried Green Tomatoes,1991,130,7.7,64,82979,Drama,$82.42M,82420000,11000000
The Adventures of Baron Munchausen,1988,126,7.1,69,56707,Adventure,$8.08M,8080000,46630000
Boyz n the Hood,1991,112,7.8,76,153871,Crime,$57.50M,57500000,6500000
Big,1988,104,7.3,73,239181,Comedy,$114.97M,114970000,18000000
Once Upon a Time in America,1984,229,8.3,75,376257,Crime,$5.32M,5320000,30000000
Legend,1985,94,6.3,30,72169,Adventure,$15.50M,15500000,25000000
Cujo,1983,93,6.1,57,50760,Horror,$21.20M,21200000,5000000
Fright Night,1985,106,7.1,62,78262,Horror,$24.92M,24920000,9000000
When Harry Met Sally...,1989,95,7.7,76,241418,Comedy,$92.82M,92820000,16000000
My Girl,1991,102,6.9,56,88531,Comedy,$59.85M,59850000,16500000
Misery,1990,107,7.8,75,234376,Drama,$61.28M,61280000,20000000
The Terminator,1984,107,8.1,84,920571,Action,$38.40M,38400000,6400000
The Living Daylights,1987,130,6.7,59,105520,Action,$51.19M,51190000,40000000
The Abyss,1989,140,7.5,62,191943,Adventure,$54.46M,54460000,70000000
Trading Places,1983,116,7.5,69,165134,Comedy,$90.40M,90400000,40600000
Commando,1985,90,6.7,51,174164,Action,$35.10M,35100000,10000000
Terms of Endearment,1983,132,7.4,79,65210,Comedy,$108.42M,108420000,8000000
Angel Heart,1987,113,7.2,61,95469,Horror,$17.19M,17190000,17000000
The Hunt for Red October,1990,135,7.5,58,213865,Action,$122.01M,122010000,30000000
The Naked Gun: From the Files of Police Squad!,1988,85,7.6,76,183906,Comedy,$78.76M,78760000,12000000
Jacob's Ladder,1990,113,7.4,62,117476,Drama,$26.12M,26120000,25000000
The NeverEnding Story,1984,102,7.3,46,156243,Adventure,$20.16M,20160000,27000000
"See No Evil, Hear No Evil",1989,103,6.8,44,58140,Comedy,$46.91M,46910000,18000000
Romancing the Stone,1984,106,6.9,63,102840,Action,$76.57M,76570000,10000000
The Jewel of the Nile,1985,106,6.1,53,62221,Action,$75.97M,75970000,25000000
Basic Instinct,1992,127,7.1,43,218117,Drama,$117.73M,117730000,49000000
Hellraiser,1987,94,6.9,56,139873,Horror,$14.56M,14560000,1000000
Licence to Kill,1989,133,6.7,58,111726,Action,$34.67M,34670000,32000000
Body Double,1984,114,6.8,69,37828,Crime,$8.80M,8800000,10000000
A View to a Kill,1985,131,6.3,40,104537,Action,$50.33M,50330000,30000000
La Bamba,1987,108,6.9,65,36314,Biography,$54.22M,54220000,6500000
Highlander,1986,116,7,24,146860,Action,$5.90M,5900000,16000000
Wall Street,1987,126,7.3,56,164694,Crime,$43.85M,43850000,15000000
Wild at Heart,1990,125,7.2,52,100562,Crime,$14.56M,14560000,9500000
The Outsiders,1983,91,7,45,96943,Crime,$25.60M,25600000,10000000
The Karate Kid,1984,126,7.3,60,243566,Action,$90.82M,90820000,8000000
WarGames,1983,114,7.1,77,110249,Action,$79.57M,79570000,12000000
First Blood,1982,93,7.7,61,274205,Action,$47.21M,47210000,15000000
"Paris, Texas",1984,145,8.1,81,117738,Drama,$2.18M,2180000,1746964
Rocky III,1982,99,6.8,57,210459,Drama,$125.05M,125050000,17000000
Rocky IV,1985,91,6.9,40,225610,Drama,$127.87M,127870000,31000000
Rocky V,1990,104,5.4,55,150147,Drama,$40.95M,40950000,42000000
Rambo: First Blood Part II,1985,96,6.5,47,181821,Action,$150.42M,150420000,44000000
Over the Top,1987,93,5.8,40,59102,Action,$16.06M,16060000,25000000
Cyborg,1989,86,5,24,34061,Action,$10.17M,10170000,500000
Always,1989,122,6.4,50,32712,Drama,$43.86M,43860000,31000000
Twilight Zone: The Movie,1983,101,6.4,44,41015,Horror,$29.50M,29500000,10000000
Rain Man,1988,133,8,65,544883,Drama,$178.80M,178800000,25000000
Hook,1991,142,6.8,52,272416,Adventure,$119.65M,119650000,70000000
Cape Fear,1991,128,7.3,73,215680,Crime,$79.10M,79100000,35000000
Indiana Jones and the Temple of Doom,1984,118,7.5,57,533755,Action,$179.87M,179870000,28000000
Coming to America,1988,117,7.1,47,222715,Comedy,$128.15M,128150000,39000000
Mad Max Beyond Thunderdome,1985,107,6.2,71,146959,Action,$36.20M,36200000,12305523
The Fly,1986,96,7.6,81,200979,Drama,$40.46M,40460000,700000
Glory,1989,122,7.8,78,143904,Biography,$26.83M,26830000,18000000
Far and Away,1992,140,6.6,49,68089,Adventure,$58.88M,58880000,60000000
The Little Mermaid,1989,83,7.6,88,289895,Animation,$111.54M,111540000,40000000
My Left Foot: The Story of Christy Brown,1989,103,7.8,97,79503,Biography,$14.74M,14740000,645180
Pink Floyd: The Wall,1982,95,8,47,85130,Drama,$22.24M,22240000,12000000
Grease 2,1982,115,4.5,52,38423,Comedy,$15.17M,15170000,13200000
Flashdance,1983,95,6.2,39,59238,Drama,$94.90M,94900000,4000000
Raising Arizona,1987,94,7.3,69,149711,Comedy,$22.85M,22850000,6000000
Arachnophobia,1990,109,6.5,67,75546,Comedy,$53.21M,53210000,31000000
Barton Fink,1991,116,7.6,69,128607,Comedy,$6.15M,6150000,9000000
Sister Act,1992,100,6.5,51,107946,Comedy,$139.61M,139610000,31000000
The Color Purple,1985,154,7.7,78,96890,Drama,$98.47M,98470000,15000000
Bull Durham,1988,108,7.1,73,59091,Comedy,$50.89M,50890000,7000000
The Unbearable Lightness of Being,1988,171,7.3,73,38532,Drama,$10.01M,10010000,17000000
